"","p_val","log2FoldChange","pct.1","pct.2","padj"
"SF3A2",0.630097321104568,0.0674944678907051,0.108,0.07,1
"TXNDC9",0.630505550523912,0.0734042332492503,0.121,0.073,1
"SLC25A5",0.631210033091563,0.154502465424718,0.502,0.372,1
"DBNL",0.631547160772329,0.102085181218113,0.217,0.152,1
"FIBP",0.632181456624213,0.0897363761122937,0.16,0.101,1
"SMARCE1",0.632651685178763,0.0897363761122937,0.163,0.104,1
"PSMD14",0.632705845681071,0.210394742205845,0.148,0.061,1
"COMMD6",0.633115616114005,0.131079151608307,0.695,0.652,1
"IRF2",0.634450309594506,0.0718607613850768,0.104,0.092,1
"SURF2",0.634805862714261,0.0729781397642592,0.114,0.08,1
"HTATSF1",0.634849506751652,0.0828303788473001,0.146,0.084,1
"CAPG",0.634885387647003,0.201175118593231,0.184,0.063,1
"VKORC1",0.63541499923745,0.075838949520953,0.126,0.072,1
"PDCD10",0.635536700398446,0.0751107270570717,0.121,0.078,1
"ARGLU1",0.635859734567431,0.0976959563121893,0.214,0.157,1
"INPP4B",0.635894160081545,0.075255480475325,0.126,0.072,1
"NTMT1",0.636130214587168,0.0618653329653284,0.103,0.058,1
"ARL14EP",0.636290958479406,0.0865501468874373,0.146,0.094,1
"DNTTIP2",0.63629284256831,0.0831406862510796,0.141,0.085,1
"PSMC6",0.637647172728578,0.0658558421051721,0.108,0.061,1
"MX2",0.638297500003432,0.0709808253749993,0.113,0.072,1
"TSC22D4",0.638563328018885,0.099971341952195,0.226,0.155,1
"TKT",0.639037088690156,0.167861325441134,0.247,0.164,1
"LMNA",0.639154432107597,0.229258280235575,0.16,0.015,1
"UFD1L",0.639196275546816,0.093566104078521,0.178,0.118,1
"UXS1",0.639704147034186,0.0815730893533065,0.128,0.111,1
"STT3B",0.640048523739547,0.0985238035441765,0.212,0.148,1
"SCAMP2",0.640168634948322,0.085089886029425,0.146,0.085,1
"TMX2",0.641343175332778,0.0836849992398444,0.101,0.094,1
"MRP63",0.641826918170478,0.161865706550707,0.253,0.164,1
"COQ7",0.642312094777623,0.0713628907510876,0.111,0.087,1
"RSU1",0.642537557614112,0.0860742358891263,0.14,0.097,1
"EML4",0.64272561331324,0.0849319014925879,0.143,0.089,1
"ANAPC15",0.642728049351424,0.0876709569465097,0.152,0.096,1
"NOP56",0.64315636751637,0.0955796355161693,0.18,0.118,1
"FERMT3",0.643256065111938,0.184547998057332,0.194,0.099,1
"ACTR10",0.64331450806904,0.0810299396552721,0.131,0.085,1
"CTSB",0.643406774650614,0.0741231791629161,0.12,0.067,1
"SIRPG",0.64345760107455,0.0773880677681375,0.125,0.075,1
"GRSF1",0.645833628762138,0.0868698114384112,0.146,0.09,1
"ISCU",0.646181645384671,0.103326800206307,0.5,0.415,1
"DDOST",0.646453155320124,0.0988582265421508,0.204,0.138,1
"CAPN1",0.647392076728788,0.0793664677268069,0.133,0.075,1
"RNF149",0.647533173180894,0.0839939254480793,0.146,0.084,1
"KDELR2",0.64804283661605,0.186298431068042,0.182,0.109,1
"NDUFAF4",0.64816384216168,0.0659891777366954,0.104,0.058,1
"DEDD2",0.649177960997176,0.081798448580723,0.133,0.077,1
"ICT1",0.649413556041193,0.0639320491362422,0.103,0.055,1
"TPR",0.649770245273327,0.0994085455829217,0.21,0.167,1
"GTF2A2",0.649856377598238,0.103854776439423,0.215,0.148,1
"TBRG1",0.649877914555431,0.0716793853713161,0.109,0.068,1
"KDELR1",0.650592643408048,0.0679005748718213,0.104,0.063,1
"DNAJB6",0.650957041339837,0.101330294526502,0.21,0.142,1
"PCID2",0.651843269082242,0.0868698114384112,0.143,0.087,1
"PSMD6",0.65216191202107,0.0948964582063969,0.177,0.108,1
"ORMDL2",0.653384816856843,0.0681734249985713,0.104,0.06,1
"MESDC2",0.654003398771606,0.0855667202520443,0.145,0.078,1
"CCT2",0.654437454417714,0.204333745548318,0.199,0.147,1
"TPGS1",0.654517627839134,0.0779842213525098,0.12,0.073,1
"BAX",0.654838399519147,0.103920787056482,0.254,0.183,1
"USP10",0.655179830335906,0.190314203566103,0.185,0.087,1
"PIN1",0.656984690600563,0.102654279470222,0.226,0.157,1
"RBBP4",0.657424160770423,0.0831406862510796,0.13,0.082,1
"BCL7B",0.657857208750636,0.097621272991821,0.172,0.104,1
"IFI44",0.658851764158995,0.0798209749211174,0.125,0.072,1
"SSNA1",0.658981525381752,0.102256477915245,0.222,0.142,1
"CCDC53",0.659815526349258,0.0834528809861263,0.136,0.075,1
"TAOK3",0.660236267877858,0.085089886029425,0.138,0.082,1
"ZNF277",0.660554072389085,0.0764296465460849,0.116,0.067,1
"ADSS",0.66179562676618,0.0836096914941461,0.13,0.078,1
"JUNB",0.662254567030273,0.262000925693032,0.976,0.896,1
"LAMTOR4",0.663217276109033,0.108460204360531,0.487,0.432,1
"DR1",0.663934833059604,0.0870303673765858,0.145,0.082,1
"HP1BP3",0.664136495208618,0.0908152813945799,0.155,0.104,1
"HM13",0.66480289558144,0.0836096914941461,0.128,0.078,1
"TSG101",0.665113436387761,0.0875149561850158,0.14,0.082,1
"LGALS3BP",0.665368864112801,0.0799734071723965,0.111,0.09,1
"TRAPPC4",0.666171478304814,0.0928000990774396,0.157,0.094,1
"PIM3",0.666249143923992,0.0745599109860323,0.116,0.056,1
"PAIP2",0.666918342188148,0.0973119638753682,0.332,0.3,1
"CCND2",0.667242659237301,0.0735471380129635,0.104,0.068,1
"C19orf24",0.66850679405335,0.177150945778103,0.224,0.126,1
"FBXO7",0.669278786550386,0.0929124628798947,0.168,0.114,1
"GRHPR",0.66961452969273,0.0846173597070326,0.125,0.09,1
"PAK2",0.669702857643285,0.0784361720339988,0.12,0.065,1
"LGALS9",0.669923410638492,0.0703543702980971,0.104,0.056,1
"FAM50A",0.670078135219764,0.0821091515163875,0.123,0.073,1
"MRPL32",0.67250048909534,0.0844607981647102,0.123,0.085,1
"RAB7A",0.67253031247127,0.149704721350728,0.316,0.217,1
"RPL22L1",0.67258682738297,0.103509376028831,0.222,0.159,1
"CAPNS1",0.672893635869213,0.0687242660394371,0.103,0.051,1
"PPP1R7",0.673720414260343,0.104376529789614,0.217,0.148,1
"YIPF3",0.674412311700889,0.0748533355135885,0.109,0.06,1
"EMC4",0.675315922214438,0.103718055996344,0.247,0.155,1
"PSMB2",0.675405982195985,0.102600523522901,0.221,0.138,1
"HERPUD1",0.675767470625359,0.174462984864288,0.217,0.113,1
"ANP32E",0.675957846227229,0.0805878428890473,0.12,0.067,1
"STX4",0.676387225225413,0.0781344075086154,0.118,0.063,1
"LSM10",0.677851725103619,0.0975903606373157,0.178,0.109,1
"OCIAD1",0.678790511020593,0.164037671960871,0.239,0.179,1
"MRPS11",0.678818269854552,0.0747063948378043,0.106,0.06,1
"THAP11",0.680524136062594,0.0781344075086154,0.106,0.07,1
"DNAJC15",0.6808137556658,0.187482190624494,0.158,0.099,1
"MPG",0.681965078642824,0.0943656095205179,0.153,0.094,1
"ABRACL",0.682505250730095,0.0994553087466667,0.377,0.254,1
"SNRNP40",0.682575394472787,0.0948774141100485,0.155,0.092,1
"CCM2",0.683059256102823,0.0968967102088649,0.17,0.142,1
"CLTB",0.683465855220835,0.186888611088908,0.204,0.08,1
"CD97",0.683510237556936,0.102773276545534,0.19,0.145,1
"NDUFB8.1",0.684155473477313,0.139915947628679,0.456,0.358,1
"HSPA9",0.684662861161974,0.0971041021580485,0.162,0.111,1
"KLHDC2",0.6846901498777,0.0876774668478518,0.13,0.078,1
"PHPT1",0.685446197571559,0.088962190399651,0.135,0.082,1
"EVI2B",0.686638220451665,0.08632336030187,0.345,0.256,1
"RNF126",0.686830859570641,0.103469205282836,0.199,0.14,1
"CCNL1",0.686983662563674,0.104148180080972,0.365,0.242,1
"ANP32B",0.688007308912106,0.145248603367152,0.527,0.428,1
"H2AFV",0.688063074764643,0.103692301633137,0.291,0.222,1
"TMCO1",0.688538952962891,0.102369973178717,0.197,0.128,1
"TBCA",0.688692725758621,0.14447589198688,0.345,0.258,1
"IRF3",0.689028995577237,0.0936483440694731,0.145,0.085,1
"PHAX",0.69016991492853,0.085204470959417,0.126,0.063,1
"PSPC1",0.690917284023025,0.0765784659438185,0.104,0.058,1
"VDAC1",0.691504324086861,0.16764072649563,0.249,0.125,1
"HNRNPA1",0.691823617336186,0.212892464700463,0.976,0.944,1
"EXOSC1",0.691977976481327,0.0923987537344696,0.145,0.075,1
"IL16",0.692438163355501,0.107018230186625,0.224,0.164,1
"BNIP2",0.693177472477637,0.086047921582081,0.125,0.07,1
"PDCD5",0.694572664792139,0.155170578259504,0.261,0.179,1
"AKAP9",0.694690525028358,0.0953938403112124,0.146,0.087,1
"SEC61G",0.694912287682329,0.0967776521619579,0.163,0.087,1
"SAMSN1",0.695192355432467,0.0881679734564502,0.125,0.073,1
"FKBP2",0.695235734351819,0.0909779993612071,0.13,0.099,1
"PLIN2",0.695594630411357,0.0929687291399549,0.138,0.085,1
"MOB2",0.695653885228836,0.0830528001043685,0.111,0.065,1
"TBC1D10C",0.697275007866539,0.1017156869649,0.372,0.321,1
"YWHAE",0.697411716709491,0.0902849144685515,0.131,0.075,1
"PABPC1",0.697542142686944,0.180084891962601,0.923,0.867,1
"SRSF9",0.697548136186945,0.151248095656717,0.295,0.21,1
"SBDS",0.697904367430106,0.104199522852285,0.301,0.241,1
"PMVK",0.698539268912538,0.0994904052652456,0.167,0.097,1
"PSMG2",0.69874896948859,0.108761830597022,0.237,0.169,1
"GNG5",0.698934511649066,0.104283814578574,0.273,0.171,1
"UBE2A",0.699100179121605,0.0853666659426152,0.12,0.063,1
"PQLC3",0.699288943334691,0.079507194519805,0.108,0.056,1
"CST7",0.701342985990339,0.0792158880996557,0.116,0.049,1
"ETHE1",0.701700179425853,0.188545928951682,0.167,0.085,1
"PRPF6",0.702592920523905,0.0965914786228137,0.145,0.111,1
"ADH5",0.703787351832418,0.168437326785719,0.239,0.116,1
"WIPF1",0.70399579543195,0.107500410265336,0.251,0.181,1
"FBXW5",0.704248389805432,0.0971263546136108,0.15,0.087,1
"SELT",0.704861075369458,0.149022563076211,0.306,0.205,1
"SURF4",0.705107802754571,0.0911281243944398,0.131,0.068,1
"WASF2",0.705140115529174,0.103427700396065,0.184,0.126,1
"CDC42SE1",0.705153244367059,0.105120520306814,0.269,0.166,1
"CISD3",0.70636758522499,0.0821091515163875,0.103,0.067,1
"RABAC1",0.707319643192963,0.139829806295903,0.357,0.266,1
"IQGAP2",0.707665980263802,0.07763326871788,0.103,0.049,1
"TMED5",0.70787571460908,0.0818397658296953,0.109,0.055,1
"MRPS30",0.707886634154449,0.0995574652527486,0.16,0.089,1
"EIF5A",0.708089743536971,0.105267427336306,0.222,0.154,1
"GNG2",0.708472395059632,0.0959149510414183,0.143,0.082,1
"TSTA3",0.708558559675684,0.0888290083048519,0.125,0.065,1
"SMS",0.708722683409721,0.0964408103659531,0.146,0.08,1
"UQCRH",0.708943324045343,0.139878249330008,0.473,0.396,1
"PPP1R12A",0.710587606663297,0.168972176127702,0.227,0.116,1
"FBXL15",0.710816761403931,0.0971263546136108,0.145,0.087,1
"POP4",0.711002792868328,0.0876842488360144,0.121,0.061,1
"VPS29",0.711453335792954,0.159652496981053,0.266,0.135,1
"SFT2D1",0.711974325801457,0.0978300717534401,0.15,0.08,1
"C12orf75",0.711992389613054,0.195201217548598,0.16,0.058,1
"BUD31",0.712467853419278,0.109958995970489,0.246,0.166,1
"SRPR",0.713276362165246,0.0836916954185066,0.109,0.056,1
"RBM17",0.714317520139844,0.168486084650975,0.212,0.114,1
"ATP6V1D",0.714641137461315,0.0780924485736321,0.101,0.048,1
"PSMD7",0.715269046908816,0.105792580680916,0.217,0.14,1
"PSTPIP1",0.715637026767031,0.0894982093695507,0.121,0.063,1
"ARF5",0.715803529248183,0.108125731011069,0.274,0.198,1
"HSP90B1",0.716107549904419,0.106789588265417,0.273,0.176,1
"RPSAP58",0.716630419430495,0.206493562838814,0.864,0.828,1
"ELF1",0.717204322884824,0.104143112436482,0.18,0.118,1
"RBM38",0.719238401990551,0.085692567875053,0.108,0.06,1
"TAX1BP1",0.719615986768429,0.104143112436482,0.182,0.109,1
"NDUFA10",0.720392606918412,0.0982320021959416,0.131,0.13,1
"VIMP",0.720463442177015,0.10019671070151,0.165,0.084,1
"ZBTB25",0.720979181019309,0.0782464745487845,0.101,0.046,1
"REXO2",0.721419874134283,0.176393011962688,0.178,0.101,1
"SPTAN1",0.72204630965532,0.0821576544342724,0.104,0.049,1
"TOR1A",0.723357967030213,0.078400987353643,0.103,0.043,1
"XPA",0.723403988016883,0.0934309102638606,0.131,0.065,1
"PA2G4",0.724404028442967,0.10809347141507,0.279,0.23,1
"VDAC3",0.724865960964497,0.104726824631289,0.207,0.14,1
"COX7B",0.725169144042362,0.0941960243029935,0.125,0.092,1
"HMGA1",0.725549070749579,0.105049174567288,0.168,0.108,1
"EIF4A2",0.725665726732073,0.150804263771415,0.774,0.722,1
"WIBG",0.726017982132998,0.0875183367976637,0.116,0.058,1
"NMI",0.726022840041605,0.104503950563409,0.187,0.111,1
"MPRIP",0.72622243275118,0.0838526647957694,0.108,0.049,1
"GBP2",0.726372812151456,0.169359725521161,0.207,0.147,1
"TMBIM1",0.726984363216369,0.0907892909869246,0.111,0.072,1
"CYB5B",0.727529230956401,0.194244624684615,0.141,0.065,1
"CDC5L",0.727659467563222,0.0823173476406958,0.104,0.048,1
"CITED2",0.727989061605999,0.105968615705341,0.293,0.258,1
"NDUFC2",0.730373203013241,0.151694248809339,0.266,0.218,1
"PIH1D1",0.73037421765085,0.104112104008038,0.165,0.096,1
"COX20",0.730382912290129,0.0878506760424618,0.114,0.053,1
"APEX1",0.730428724142414,0.107103893745626,0.279,0.224,1
"EAPP",0.730792236540497,0.109905030264511,0.21,0.131,1
"RNPEPL1",0.733286718364751,0.100374599232118,0.131,0.096,1
"PDAP1",0.733565483778604,0.110571647105941,0.219,0.143,1
"RBM25",0.734572385479804,0.11112459582944,0.205,0.135,1
"GNAI2",0.734901554758214,0.106517482001057,0.189,0.108,1
"SRSF2",0.735060614940196,0.139341328972542,0.434,0.369,1
"MID1IP1",0.735297592460968,0.0995574652527486,0.143,0.082,1
"SLC25A11",0.735358762947138,0.0964310286863019,0.121,0.092,1
"CMTM8",0.735531873616427,0.0923306136923795,0.12,0.058,1
"RNASEH2C",0.735725134902462,0.104112104008038,0.167,0.097,1
"GSTO1",0.736476994825758,0.140378646491172,0.274,0.166,1
"DSTN",0.736708252817699,0.154043081551743,0.279,0.167,1
"GPX4",0.736914596560494,0.151337858481039,0.561,0.493,1
"ADA",0.737792104596292,0.097507036957145,0.128,0.07,1
"CCT5",0.73991389923773,0.110089836410159,0.199,0.13,1
"COMMD3",0.739932742450262,0.0996270888315142,0.138,0.07,1
"RSRC2",0.740354619408411,0.109224040270308,0.199,0.113,1
"GNAS",0.741399058390794,0.109948466617886,0.293,0.184,1
"FAM96B",0.741645293627544,0.146835361568469,0.258,0.225,1
"CWC27",0.742078023372367,0.0866825402020975,0.104,0.049,1
"DECR1",0.742107476041572,0.105968615705341,0.184,0.108,1
"RORA",0.742885828833964,0.168927979929001,0.217,0.109,1
"GBP5",0.743240118084363,0.0878506760424618,0.101,0.055,1
"MIEN1",0.74492047769845,0.10781704009771,0.182,0.099,1
"PPP4C",0.745878436522802,0.151495949355732,0.281,0.176,1
"APH1A",0.745948820191257,0.111495848106235,0.212,0.142,1
"CTSA",0.746644638650665,0.105231983041449,0.165,0.104,1
"GZMA",0.747157973469935,0.199868754586823,0.116,0.065,1
"ATP5O",0.747507827950113,0.112334833873448,0.49,0.43,1
"CMPK1",0.747847471163759,0.112639596092719,0.488,0.401,1
"METTL23",0.749072240533489,0.178210720016911,0.18,0.128,1
"LAMTOR2",0.749444139928538,0.104706336356491,0.16,0.123,1
"PPM1G",0.750369115721735,0.170595167424575,0.187,0.109,1
"ARHGAP30",0.75037788568603,0.109536995068178,0.173,0.138,1
"BLVRA",0.75041135315431,0.096271744672738,0.125,0.058,1
"AMICA1",0.750803955686458,0.148360382152647,0.251,0.2,1
"TANK",0.750884509244737,0.104828595858672,0.153,0.075,1
"GPR171",0.751544479117883,0.203845065334565,0.123,0.039,1
"RPS21",0.751587272500481,0.228428259230826,0.966,0.92,1
"RNH1",0.752753925806498,0.10842677789638,0.291,0.203,1
"TXNDC12",0.752871775052552,0.110461037099867,0.204,0.126,1
"CD46",0.7532175011722,0.105968615705341,0.155,0.087,1
"NOP10",0.753257594579209,0.111950301278748,0.246,0.179,1
"TGOLN2",0.753481139968966,0.102195452603284,0.138,0.133,1
"MAP2K3",0.753776907752961,0.0984106554290726,0.126,0.061,1
"UQCRQ",0.753804162126404,0.108843465625528,0.328,0.229,1
"SSR2",0.754401012747108,0.138059899567692,0.684,0.601,1
"DNAJC7",0.754901067472098,0.108571752198738,0.167,0.096,1
"ODC1",0.755599625424127,0.189768091615887,0.111,0.078,1
"GLIPR2",0.75600392854762,0.170292837689371,0.209,0.096,1
"NARF",0.756483531094604,0.0968110906074008,0.121,0.056,1
"NCK1",0.756573227456455,0.102116290209735,0.14,0.063,1
"KMT2A",0.756661315243898,0.0948371063585686,0.114,0.053,1
"MRPS36",0.758234563673545,0.0919843862696397,0.101,0.058,1
"LSP1",0.758730415179967,0.149517917424798,0.522,0.416,1
"SRI",0.758775989580922,0.144513659367107,0.288,0.195,1
"CDKN2D",0.758819602303169,0.163915964914621,0.222,0.128,1
"CALR",0.759456920353575,0.109098643285017,0.263,0.206,1
"RNASEH2B",0.760822273294118,0.111587511716561,0.195,0.123,1
"ZC3H15",0.761348659086774,0.112227606177023,0.239,0.157,1
"EIF4E2",0.762236938558133,0.103481704590082,0.138,0.072,1
"DNPH1",0.762355851637281,0.106526826213713,0.146,0.099,1
"LYSMD2",0.762383604153574,0.111777159196996,0.197,0.121,1
"VOPP1",0.76339343124305,0.0892009314383925,0.103,0.041,1
"SP110",0.764310653555997,0.146144000887637,0.283,0.186,1
"SP100",0.764785472911168,0.110666105532921,0.278,0.244,1
"TXN2",0.764970368956575,0.107786299000961,0.15,0.126,1
"SNRPE",0.76607785238309,0.107018230186625,0.192,0.15,1
"RPLP0",0.76783901464868,0.258940103876497,0.992,0.976,1
"CD79B",0.768476781207692,0.105017158148671,0.136,0.077,1
"DNAJA2",0.768610046800306,0.103427700396065,0.141,0.102,1
"COX8A",0.768897284920361,0.145845968758863,0.348,0.271,1
"RNF139",0.769054551362224,0.112622378389334,0.192,0.126,1
"CD82",0.774908737539909,0.0969919910622425,0.116,0.048,1
"SQRDL",0.775830148401503,0.10781704009771,0.17,0.073,1
"N4BP2L2",0.775959357131436,0.114319985138263,0.239,0.159,1
"SSU72",0.776178193238589,0.140232830779588,0.345,0.288,1
"ADI1",0.778135869720121,0.16486230475891,0.204,0.113,1
"STX8",0.778421407876203,0.109720750566448,0.162,0.084,1
"RAB8A",0.779600671209334,0.166449719231431,0.222,0.108,1
"SEC11C",0.780108814640325,0.113120216825304,0.182,0.114,1
"SCAF11",0.780319531394856,0.108486094914809,0.163,0.128,1
"C9orf142",0.780770962451918,0.150593363317965,0.263,0.169,1
"BST2",0.781239836000785,0.131731711770423,0.365,0.299,1
"TMA7",0.781347276133417,0.150979614126038,0.739,0.725,1
"PPP1CC",0.781895418529421,0.112541269628827,0.301,0.195,1
"ELOVL5",0.783091381384748,0.115173306601494,0.199,0.123,1
"MATR3",0.783244211196748,0.114602971946195,0.256,0.183,1
"POLR3K",0.783444845305319,0.102490843733824,0.12,0.06,1
"IRF7",0.78354444382403,0.105017158148671,0.131,0.07,1
"SUMO1",0.783567045301038,0.110432206132772,0.32,0.258,1
"UBE2Q2",0.784872036574156,0.103437400327425,0.125,0.051,1
"C16orf13",0.786134007539576,0.11060502582606,0.205,0.159,1
"SSBP4",0.78759013523674,0.106934727735611,0.131,0.061,1
"NDUFA9",0.788089714734323,0.111780272744743,0.162,0.085,1
"C9orf78",0.790089072693939,0.135312577287485,0.391,0.297,1
"SELPLG",0.790186120652838,0.116954799185367,0.214,0.126,1
"NDUFS8",0.790552483840701,0.114602971946195,0.258,0.174,1
"CDC25B",0.792102075407304,0.111875256672063,0.158,0.099,1
"U2AF1",0.79210777774625,0.109627700481545,0.463,0.406,1
"UFM1",0.792437445759955,0.106934727735611,0.13,0.06,1
"NDUFA4",0.793667052635808,0.123837036074795,0.606,0.52,1
"BRD2",0.793694192994474,0.114543622539975,0.19,0.109,1
"LSMD1",0.794224947763226,0.111976724506817,0.162,0.082,1
"NSG1",0.794794470445746,0.101668478271715,0.114,0.046,1
"ARL6IP6",0.794802544379197,0.106934727735611,0.125,0.058,1
"HSPE1",0.79588585651066,0.111766460243454,0.29,0.23,1
"RBM3",0.796476416881453,0.157734038874521,0.662,0.584,1
"RGS14",0.797090020657148,0.109657431422244,0.126,0.106,1
"ATP6V0B",0.798052541608584,0.154370551301707,0.256,0.147,1
"CNN2",0.798680141713417,0.135819505521502,0.429,0.331,1
"TGFB1",0.798956818286043,0.113704264484946,0.178,0.096,1
"ARHGAP4",0.799244125947169,0.110694119572824,0.138,0.08,1
"DCK",0.799245130218315,0.152461200947792,0.236,0.16,1
"RECQL",0.799729135735493,0.0968288011010415,0.101,0.034,1
"TRA2B",0.800484182330108,0.111111918981301,0.322,0.253,1
"MED4",0.800998037654156,0.111771490131211,0.232,0.184,1
"RBM8A",0.801591341834662,0.136066889664185,0.338,0.247,1
"LIMD2",0.80219233108903,0.154009322375029,0.715,0.654,1
"ATP5G3",0.802342328673613,0.13126878901841,0.436,0.348,1
"PFDN2",0.803776600296482,0.116369693990643,0.219,0.128,1
"CNPY2",0.804001483111607,0.153649592559136,0.214,0.147,1
"SLC9A3R1",0.804306572279398,0.117544967012961,0.189,0.128,1
"ECHS1",0.804592396769444,0.109970546262837,0.14,0.119,1
"ITGB1BP1",0.805661774046424,0.116321161703255,0.178,0.102,1
"ATP2B1",0.805687071381517,0.104398762404753,0.114,0.046,1
"SNX20",0.806546856843171,0.187670347786924,0.135,0.044,1
"MGST3",0.808046103126428,0.147837932025035,0.281,0.174,1
"MT-ND1",0.808131645351315,0.235607065706477,0.941,0.94,1
"GALM",0.808321704906718,0.102619694191304,0.108,0.043,1
"NDUFA7.1",0.809033372227898,0.117338585898103,0.178,0.106,1
"CRELD2",0.809067230545547,0.104205288892764,0.113,0.043,1
"HNRNPA0",0.811334372930253,0.138924860636731,0.554,0.442,1
"PPA1",0.811422557891498,0.144924752594838,0.429,0.387,1
"ZNF706",0.81238419132423,0.113192942473254,0.301,0.249,1
"USMG5",0.813163594025577,0.118705801661111,0.246,0.159,1
"MRPS18C",0.813737449406227,0.110694119572824,0.125,0.08,1
"RBMS1",0.814437168547574,0.114786962502657,0.18,0.126,1
"AKTIP",0.814484528109516,0.108039965725036,0.109,0.085,1
"PRDX5",0.814900641364736,0.114439568659865,0.306,0.241,1
"GNAI3",0.815689053957191,0.11649928319751,0.162,0.084,1
"IGBP1",0.816934766606551,0.11321331995358,0.343,0.275,1
"CLPP",0.817156903111766,0.119525331141202,0.199,0.125,1
"SYNE2",0.818146681629416,0.106934727735611,0.106,0.058,1
"SLA",0.819243336039244,0.107494469936301,0.103,0.072,1
"DNAJC8",0.819641985464768,0.144667129399791,0.273,0.174,1
"GATA3",0.819693088380246,0.11652158124839,0.167,0.096,1
"CHST11",0.820045455650621,0.103585964394347,0.104,0.034,1
"PLAC8",0.82005592095638,0.137695356128983,0.406,0.36,1
"ATP5H",0.820691227195705,0.134742038739635,0.428,0.336,1
"CHMP2A",0.821390792501274,0.144667129399791,0.279,0.186,1
"TYMP",0.821762121150155,0.16468363177077,0.2,0.096,1
"CAPZA1",0.82315280960219,0.118740755890569,0.192,0.108,1
"NUDCD2",0.82371864998986,0.11895759770291,0.177,0.097,1
"HAX1",0.82376329945213,0.112614377322443,0.259,0.229,1
"CALM3",0.825335492976638,0.111682266899735,0.416,0.34,1
"DYNLT3",0.825590467028217,0.11649928319751,0.152,0.085,1
"MRPL43",0.82626766840149,0.119725912312487,0.197,0.118,1
"CMTM6",0.826313673609102,0.162452084472188,0.2,0.087,1
"LGALS8",0.827408761318037,0.106952114987337,0.103,0.043,1
"PAG1",0.827956230802643,0.117113549350498,0.162,0.075,1
"BUB3",0.828077083071348,0.143434746184164,0.29,0.2,1
"TNIP1",0.829220556508378,0.16486230475891,0.197,0.084,1
"FIS1",0.830905644274235,0.113482669362648,0.327,0.256,1
"LAMTOR5",0.833221979305353,0.146672975914733,0.269,0.171,1
"PSMA4",0.833468556730015,0.116269536395386,0.13,0.07,1
"TMEM9B",0.834027278042359,0.121300269461331,0.214,0.121,1
"AP2M1",0.834402534074252,0.138177196615676,0.335,0.258,1
"SDF2L1",0.834849762134695,0.119390890061564,0.158,0.075,1
"SPN",0.835443614910927,0.117526153055249,0.152,0.075,1
"TMX4",0.835479009646352,0.110863426130884,0.113,0.043,1
"NUDT1",0.83574986924861,0.176541131336289,0.125,0.065,1
"ESYT1",0.836385437287615,0.116683641390962,0.135,0.063,1
"ABHD14B",0.836803856811366,0.11945669347808,0.253,0.16,1
"ABHD14A",0.837655189568139,0.119181929691727,0.162,0.075,1
"CISD2",0.838127789060432,0.112190490754248,0.109,0.051,1
"ODF2L",0.83925384911457,0.122319697881991,0.197,0.119,1
"PDLIM2",0.839760041807772,0.160485219762787,0.202,0.094,1
"SRP19",0.840106089995528,0.121910159574363,0.202,0.121,1
"NDUFA6",0.840355404548882,0.120737565954516,0.187,0.116,1
"DDX39A",0.841142936593951,0.119162672746381,0.155,0.096,1
"NUDC",0.843426346490159,0.142839776348785,0.251,0.184,1
"PSMB7",0.844058925067989,0.114953400337691,0.308,0.239,1
"PYCARD",0.84452680142798,0.12165023793761,0.215,0.14,1
"MRPL34",0.844678180222264,0.122522457434401,0.239,0.16,1
"GYG1",0.844785112746876,0.112095557754352,0.111,0.036,1
"H2AFZ",0.84505138317985,0.117216467081926,0.471,0.329,1
"AP1S2",0.8476176684671,0.120331144788537,0.168,0.109,1
"GSDMD",0.849833378548987,0.122052339040417,0.204,0.133,1
"GABARAP",0.850218014389685,0.110436550651035,0.379,0.307,1
"SLC2A3",0.852196220897793,0.117792380116149,0.345,0.34,1
"PSMD8",0.852841128681988,0.119012963530064,0.298,0.215,1
"ERH",0.855705287453292,0.129843715580493,0.402,0.288,1
"RCBTB2",0.85653266675546,0.113843608189202,0.104,0.038,1
"NUCB1",0.858385423312339,0.12085285279132,0.204,0.14,1
"METTL5",0.858626507574335,0.124615263294726,0.182,0.101,1
"CLDND1",0.858766134548105,0.12194845324889,0.145,0.06,1
"DNAJB9",0.85913860060751,0.146630016187465,0.215,0.155,1
"OSTF1",0.85966202768138,0.139870361246152,0.3,0.21,1
"MRPL41",0.861177506088865,0.123272511792937,0.202,0.123,1
"NDUFA1",0.861498457487998,0.116068843038647,0.342,0.265,1
"FAM104A",0.861635168481331,0.12044521236658,0.131,0.07,1
"MAPRE1",0.861799875302655,0.12245673849391,0.214,0.125,1
"MYO1G",0.86364571085415,0.149178353550031,0.236,0.137,1
"TMEM160",0.863653270258569,0.122052339040417,0.187,0.126,1
"IFI16",0.864543936031036,0.121910159574363,0.19,0.118,1
"GLOD4",0.865030274517285,0.123272511792937,0.21,0.121,1
"CHMP5",0.86578400700546,0.148453145055163,0.234,0.138,1
"NDUFB7",0.867568537480343,0.121683659057234,0.266,0.183,1
"CCDC167",0.868963089442137,0.166431103691448,0.177,0.065,1
"LYZ",0.869032142543385,0.136942219301473,0.529,0.473,1
"M6PR",0.86945978730739,0.118306542862896,0.273,0.155,1
"NAA20",0.869637590810108,0.158929106221202,0.141,0.106,1
"GRK6",0.869666755801198,0.122651333513546,0.249,0.166,1
